".\VolumeSampling.exe -i .\model1.obj -o model1.vtk --viscosity 0.05 -r 0.03 -s "0.74 0.74 0.74""
"id","Points:0","Points:1","Points:2"
5588,-0.336907,0.475,-0.0261892
5589,-0.288217,0.475,-0.0250985
5590,-0.240937,0.475,-0.0251185
5591,-0.19225,0.475,-0.0247932
5592,-0.144005,0.475,-0.0244479
5593,-0.0963173,0.475,-0.0248122
5594,-0.0510748,0.475,-0.0274387
5595,-0.00858324,0.475,-0.0327059
5596,0.0587024,0.490877,-0.0140293
5597,0.102592,0.496252,-0.0168159
5598,0.14434,0.487521,-0.0242858
5599,0.193294,0.488036,-0.0230932
5600,0.23846,0.495188,-0.0243816
5601,0.287241,0.480495,-0.0259655
5602,0.330658,0.534296,-0.0348133
5603,0.37705,0.519231,-0.0241335
5604,0.427427,0.525401,-0.0263428
5605,0.476831,0.510163,-0.0248996
5606,0.305842,0.553289,-0.00285293
5607,0.353235,0.566707,-0.00283044
5608,0.39995,0.564522,-0.0022125
5609,0.457541,0.559841,-0.00198999
5610,0.492858,0.541592,-0.000363717
5611,-0.447204,-0.503076,0.0352801
5612,-0.470136,-0.527395,0.0376458
5613,-0.426647,-0.519281,0.0646396
5614,-0.364162,-0.473884,0.0447476
5615,-0.31471,-0.499165,0.0580015
5616,-0.264369,-0.450106,0.0408583
5617,-0.214935,-0.450413,0.0500133
5618,-0.167277,-0.490783,0.0494282
5619,-0.122994,-0.472306,0.0445631
5620,-0.0765068,-0.478149,0.049491
5621,-0.0337215,-0.488641,0.0548212
5622,0.0116038,-0.492458,0.0599924
5623,0.0784672,-0.475,0.0363708
5624,0.121756,-0.475,0.0454298
5625,0.16777,-0.475,0.0484669
5626,0.21677,-0.475,0.0491787
5627,0.2681,-0.475,0.0485006
5628,0.319538,-0.475,0.0483874
5629,0.374786,-0.475,0.0485687
5630,0.425618,-0.475,0.0486043
5631,0.480343,-0.475019,0.0484408
5632,0.521633,-0.48079,0.0463966
5633,-0.41202,-0.459719,0.0207772
5634,-0.460292,-0.471678,0.0174694
5635,-0.399672,-0.48734,0.034355
5636,-0.343212,-0.427692,0.0185865
5637,-0.29284,-0.476432,0.0313738
5638,-0.244716,-0.496689,0.0360614
5639,-0.200861,-0.484557,0.0270735
5640,-0.149521,-0.452248,0.0206324
5641,-0.096726,-0.449907,0.016424
5642,-0.0429384,-0.451731,0.0146242
5643,0.00133126,-0.487189,0.0232669
5644,0.0377241,-0.462891,0.0323404
5645,0.089658,-0.437591,0.0304489
5646,0.141696,-0.44359,0.0262997
5647,0.192445,-0.446527,0.0251326
5648,0.243313,-0.446782,0.0246472
5649,0.294979,-0.445838,0.0245146
5650,0.348,-0.448025,0.0248092
5651,0.40303,-0.442558,0.0249412
5652,0.457948,-0.445176,0.0241485
5653,0.519204,-0.435777,0.0242849
5654,0.559454,-0.453546,0.0221734
5655,-0.435755,-0.43026,0.0483077
5656,-0.461801,-0.392285,0.0529819
5657,-0.408612,-0.423102,0.0510443
5658,-0.365663,-0.417903,0.0555354
5659,-0.315663,-0.414812,0.0490883
5660,-0.269076,-0.403669,0.0489869
5661,-0.220392,-0.407384,0.0445635
5662,-0.175258,-0.417561,0.0486609
5663,-0.126573,-0.407474,0.0491701
5664,-0.0752098,-0.406384,0.0463639
5665,-0.0255727,-0.409926,0.0461306
5666,0.0216071,-0.40969,0.0476818
5667,0.0653945,-0.409665,0.0532845
5668,0.116618,-0.401047,0.0511751
5669,0.168417,-0.401079,0.0486516
5670,0.219155,-0.401615,0.0483769
5671,0.270025,-0.402013,0.0486357
5672,0.322313,-0.40272,0.0488949
5673,0.375485,-0.402842,0.0496322
5674,0.435092,-0.399739,0.049498
5675,0.488819,-0.398433,0.0489426
5676,0.557633,-0.402677,0.0466679
5677,-0.443165,-0.358196,0.0190399
5678,-0.448575,-0.413846,0.0223076
5679,-0.394192,-0.374183,0.0276898
5680,-0.343242,-0.367853,0.0262896
5681,-0.293061,-0.366428,0.0237785
5682,-0.243512,-0.36713,0.0210922
5683,-0.195164,-0.368849,0.0220685
5684,-0.149074,-0.368702,0.0235122
5685,-0.100364,-0.367023,0.0234143
5686,-0.0519292,-0.366101,0.0236148
5687,-0.00399897,-0.364641,0.0244398
5688,0.0441649,-0.36336,0.0254888
5689,0.0931909,-0.362036,0.025463
5690,0.143269,-0.36126,0.0247196
5691,0.193544,-0.361089,0.0242237
5692,0.244149,-0.361456,0.0241094
5693,0.295503,-0.362415,0.0242789
5694,0.347957,-0.363918,0.0246773
5695,0.402759,-0.366896,0.0261605
5696,0.465236,-0.359859,0.0263743
5697,0.527428,-0.367311,0.0253516
5698,0.567795,-0.349289,0.019543
5699,-0.496172,-0.34773,0.0291849
5700,-0.46966,-0.314617,0.0407454
5701,-0.411134,-0.326199,0.0503234
5702,-0.363672,-0.327272,0.0500683
5703,-0.316038,-0.32477,0.0493269
5704,-0.26794,-0.323988,0.0478997
5705,-0.21961,-0.323602,0.0470516
5706,-0.171171,-0.323611,0.04694
5707,-0.123307,-0.323864,0.0474254
5708,-0.0754613,-0.323413,0.047805
5709,-0.0273,-0.322468,0.0480335
5710,0.0211675,-0.321511,0.0482676
5711,0.0698654,-0.320805,0.0483896
5712,0.118903,-0.320353,0.0484622
5713,0.168388,-0.320243,0.0484292
5714,0.218429,-0.320258,0.0483508
5715,0.269203,-0.320866,0.048399
5716,0.320911,-0.322342,0.0486953
5717,0.374459,-0.324993,0.0495695
5718,0.430964,-0.329498,0.0520852
5719,0.507454,-0.318048,0.0479453
5720,0.554861,-0.307447,0.0425708
5721,-0.461664,-0.290353,0.00840344
5722,-0.4324,-0.274452,0.0296531
5723,-0.386942,-0.282982,0.0227993
5724,-0.339771,-0.281788,0.0236718
5725,-0.291735,-0.281406,0.0234392
5726,-0.243567,-0.281005,0.0232275
5727,-0.195376,-0.280843,0.0230518
5728,-0.147225,-0.280518,0.0230885
5729,-0.0991604,-0.280147,0.0232996
5730,-0.0510038,-0.279596,0.0234328
5731,-0.00260693,-0.278968,0.02351
5732,0.0459915,-0.278489,0.0234896
5733,0.0947935,-0.27823,0.0235141
5734,0.143814,-0.278211,0.023542
5735,0.193142,-0.278421,0.0235809
5736,0.242895,-0.279101,0.0236463
5737,0.293198,-0.280571,0.0238853
5738,0.344296,-0.283387,0.0242748
5739,0.396366,-0.288165,0.0248065
5740,0.447007,-0.288081,0.0421228
5741,0.476597,-0.309347,0.0106083
5742,-0.496184,-0.216513,0.0457395
5743,-0.497054,-0.25751,0.0342167
5744,-0.418708,-0.237074,0.0493203
5745,-0.367726,-0.239214,0.0475132
5746,-0.317964,-0.238836,0.0478769
5747,-0.268824,-0.238499,0.0478139
5748,-0.220042,-0.238129,0.0476172
5749,-0.171477,-0.237805,0.0473865
5750,-0.123059,-0.237462,0.0472677
5751,-0.0747483,-0.237133,0.0472531
5752,-0.0264022,-0.236772,0.0472554
5753,0.0220346,-0.236475,0.0472621
5754,0.0706088,-0.236292,0.0473106
5755,0.119329,-0.236279,0.0473741
5756,0.168206,-0.236495,0.0474592
5757,0.217197,-0.237043,0.0475975
5758,0.266108,-0.2381,0.047801
5759,0.314313,-0.239667,0.0484106
5760,0.360915,-0.241592,0.0488968
5761,0.4044,-0.24661,0.0529427
5762,0.484705,-0.249041,0.0587984
5763,0.446067,-0.231536,0.0439383
5764,-0.468583,-0.197882,0.00828107
5765,-0.438667,-0.191462,0.0291734
5766,-0.389334,-0.195696,0.0215661
5767,-0.3411,-0.19594,0.0229721
5768,-0.292318,-0.195614,0.0231939
5769,-0.243725,-0.195373,0.0232297
5770,-0.195272,-0.195082,0.0230794
5771,-0.146916,-0.194782,0.0229851
5772,-0.0986117,-0.194483,0.0229222
5773,-0.0503214,-0.194221,0.0228952
5774,-0.00197975,-0.194007,0.0228568
5775,0.0464421,-0.193894,0.0228458
5776,0.0949622,-0.193895,0.0228769
5777,0.14361,-0.194043,0.0229256
5778,0.19238,-0.194378,0.0230158
5779,0.241208,-0.194915,0.0231273
5780,0.289951,-0.195587,0.0234321
5781,0.338372,-0.196311,0.023917
5782,0.385771,-0.197566,0.0254944
5783,0.431101,-0.193821,0.0232263
5784,0.491766,-0.203228,0.0290404
5785,-0.479669,-0.160908,0.0438547
5786,-0.450352,-0.14295,0.0625744
5787,-0.407729,-0.153343,0.0445559
5788,-0.362504,-0.152995,0.0471739
5789,-0.315403,-0.152988,0.0472723
5790,-0.267502,-0.152859,0.0473459
5791,-0.219251,-0.15264,0.0472234
5792,-0.170915,-0.152371,0.0470661
5793,-0.122594,-0.152124,0.0469717
5794,-0.0743027,-0.15191,0.0468908
5795,-0.0260146,-0.151754,0.0468344
5796,0.0223123,-0.151673,0.0467923
5797,0.0707027,-0.151684,0.0468064
5798,0.119167,-0.151795,0.0468588
5799,0.167726,-0.15202,0.0469256
5800,0.21638,-0.152353,0.0470476
5801,0.26518,-0.152781,0.0472564
5802,0.314326,-0.153132,0.0476365
5803,0.364104,-0.154395,0.0488158
5804,0.414533,-0.152129,0.050216
5805,0.479696,-0.145976,0.0499292
5806,0.477636,-0.177278,0.0615864
5807,-0.480491,-0.117769,0.0187052
5808,-0.439607,-0.111466,0.0249371
5809,-0.388791,-0.110493,0.0211257
5810,-0.340042,-0.11022,0.0223829
5811,-0.291565,-0.110144,0.0227091
5812,-0.243158,-0.109983,0.0227652
5813,-0.194802,-0.109791,0.0227722
5814,-0.146504,-0.109593,0.0226974
5815,-0.0982565,-0.10943,0.0226341
5816,-0.0500311,-0.109304,0.0225749
5817,-0.00180072,-0.109242,0.0225251
5818,0.0464664,-0.109257,0.0224994
5819,0.0947922,-0.109352,0.0225286
5820,0.143182,-0.109532,0.0225764
5821,0.191634,-0.109804,0.0226721
5822,0.240109,-0.110154,0.0228602
5823,0.288544,-0.110509,0.0231458
5824,0.336868,-0.111038,0.023763
5825,0.384747,-0.111043,0.0246978
5826,0.434224,-0.111716,0.0225085
5827,0.496868,-0.113094,0.0278189
5828,-0.495166,-0.0810566,0.0329259
5829,-0.47571,-0.0543861,0.0526656
5830,-0.415196,-0.0716717,0.0446901
5831,-0.365927,-0.0691774,0.0462675
5832,-0.316419,-0.0684407,0.0466652
5833,-0.267564,-0.0678972,0.0467997
5834,-0.218973,-0.0675613,0.0467707
5835,-0.170576,-0.0673142,0.0467586
5836,-0.122291,-0.0671379,0.0466746
5837,-0.0740699,-0.0670241,0.0465992
5838,-0.0258744,-0.0669642,0.0465357
5839,0.0223309,-0.0669717,0.0464807
5840,0.0705901,-0.0670476,0.0464569
5841,0.11891,-0.0671841,0.0465017
5842,0.167312,-0.0673856,0.0465883
5843,0.215813,-0.0676448,0.04678
5844,0.264402,-0.0679042,0.0470704
5845,0.313008,-0.0680992,0.0475158
5846,0.361326,-0.0680746,0.0480207
5847,0.40809,-0.0672011,0.049658
5848,0.453427,-0.0742493,0.0418524
5849,0.488851,-0.0705971,0.0571743
5850,-0.488591,-0.0355132,0.0126871
5851,-0.440172,-0.0272707,0.0208066
5852,-0.390343,-0.0257907,0.0211616
5853,-0.3409,-0.0257737,0.0220441
5854,-0.291891,-0.025364,0.0223039
5855,-0.243158,-0.025042,0.0224124
5856,-0.194658,-0.0248191,0.0224702
5857,-0.146329,-0.0246702,0.0224602
5858,-0.098103,-0.0245709,0.0223921
5859,-0.0499368,-0.0245202,0.0223249
5860,-0.00179926,-0.0245213,0.0222762
5861,0.0463579,-0.0245758,0.0222405
5862,0.0945615,-0.0246912,0.0222638
5863,0.142827,-0.0248826,0.0223368
5864,0.191196,-0.0251601,0.0225056
5865,0.239717,-0.0255145,0.0227551
5866,0.288461,-0.0259233,0.0231004
5867,0.337601,-0.0261084,0.0234994
5868,0.387542,-0.0268382,0.0241068
5869,0.441811,-0.0258698,0.0224387
5870,0.490521,-0.0363461,0.0274716
5871,-0.475,0.0294952,0.0542102
5872,-0.475,0.00287084,0.0285387
5873,-0.41045,0.0161403,0.0419989
5874,-0.361423,0.0165059,0.0455408
5875,-0.313755,0.0168991,0.046182
5876,-0.26608,0.0172539,0.0464145
5877,-0.218171,0.0175071,0.0464963
5878,-0.170129,0.0176654,0.046509
5879,-0.122039,0.0177663,0.0464559
5880,-0.073936,0.0178208,0.0463568
5881,-0.0258374,0.0178326,0.0462868
5882,0.0222714,0.0178086,0.0462089
5883,0.070433,0.0177366,0.0461867
5884,0.118659,0.0175952,0.0462352
5885,0.166996,0.017363,0.0463828
5886,0.215525,0.0170186,0.0466336
5887,0.264378,0.0165251,0.0469842
5888,0.313796,0.0158919,0.0474438
5889,0.364201,0.0151342,0.0478026
5890,0.415015,0.0127926,0.0490957
5891,0.487517,0.0311999,0.0526371
5892,0.495205,-0.00460219,0.0535214
5893,-0.475,0.067217,0.0287491
5894,-0.43313,0.0569206,0.0190678
5895,-0.385114,0.0584132,0.020776
5896,-0.337862,0.0593668,0.0214787
5897,-0.290069,0.0597759,0.0219149
5898,-0.242132,0.0600209,0.0221411
5899,-0.194091,0.0601575,0.0222417
5900,-0.14601,0.0602447,0.0222689
5901,-0.0979307,0.0603029,0.0222101
5902,-0.0498666,0.0603361,0.0221307
5903,-0.00182632,0.0603473,0.022079
5904,0.0462172,0.0603193,0.0220651
5905,0.0942692,0.0602264,0.022085
5906,0.142332,0.0600376,0.0222043
5907,0.190437,0.0597129,0.0224255
5908,0.238625,0.0591908,0.0227572
5909,0.286983,0.0583833,0.023205
5910,0.335772,0.0571248,0.0238838
5911,0.385348,0.055934,0.0241703
5912,0.437251,0.0445282,0.0286348
5913,0.475,0.0654372,0.0215156
5914,-0.475,0.104002,0.0419548
5915,-0.439136,0.109084,0.0450857
5916,-0.397221,0.102969,0.0451913
5917,-0.354796,0.103409,0.0461343
5918,-0.310184,0.103158,0.0464256
5919,-0.264184,0.102937,0.0465111
5920,-0.21718,0.102818,0.0465081
5921,-0.169603,0.102785,0.0464558
5922,-0.121755,0.102798,0.0463688
5923,-0.0737886,0.102835,0.046219
5924,-0.025786,0.102881,0.0461233
5925,0.0222223,0.102914,0.0460634
5926,0.0702434,0.102901,0.0460482
5927,0.11827,0.102811,0.0461188
5928,0.166317,0.102612,0.0463008
5929,0.214411,0.102255,0.046604
5930,0.262614,0.101676,0.047056
5931,0.311034,0.100752,0.0476529
5932,0.359972,0.0995124,0.0485597
5933,0.409108,0.0968505,0.0503691
5934,0.475,0.0852748,0.0623419
5935,0.475,0.117222,0.0401939
5936,-0.475,0.145304,0.0240024
5937,-0.435325,0.152943,0.01733
5938,-0.386548,0.146532,0.0212764
5939,-0.338388,0.146177,0.0218021
5940,-0.290127,0.145594,0.022052
5941,-0.242018,0.14534,0.0222282
5942,-0.193926,0.145256,0.0222792
5943,-0.14584,0.145284,0.0222726
5944,-0.0977761,0.145367,0.0221914
5945,-0.0497451,0.145474,0.0221053
5946,-0.00175693,0.14558,0.0220606
5947,0.0461946,0.145663,0.022044
5948,0.0941076,0.145692,0.0220724
5949,0.141977,0.145642,0.0221822
5950,0.189798,0.145479,0.0223952
5951,0.237553,0.145152,0.022734
5952,0.285219,0.144575,0.0232272
5953,0.332777,0.143665,0.0238871
5954,0.380177,0.142216,0.0248374
5955,0.428232,0.141902,0.0271398
5956,0.475,0.149305,0.0174011
5957,-0.475,0.188387,0.0548112
5958,-0.41353,0.189032,0.0462133
5959,-0.364183,0.188275,0.0470915
5960,-0.315301,0.187852,0.0468302
5961,-0.266735,0.187737,0.0468011
5962,-0.21831,0.187731,0.0467075
5963,-0.170001,0.187826,0.0465826
5964,-0.121792,0.187982,0.0464657
5965,-0.0736735,0.188178,0.0463318
5966,-0.0256343,0.188381,0.046229
5967,0.0223325,0.188568,0.0461664
5968,0.0702438,0.188714,0.046141
5969,0.118099,0.188788,0.0461838
5970,0.165882,0.188778,0.0463236
5971,0.213521,0.188666,0.046585
5972,0.260866,0.188419,0.0469982
5973,0.307591,0.188021,0.0475588
5974,0.353313,0.187401,0.0485333
5975,0.397086,0.187117,0.0485148
5976,0.439177,0.186194,0.0587968
5977,0.475,0.188509,0.0405708
5978,-0.475,0.229981,0.0210809
5979,-0.434875,0.230589,0.0243183
5980,-0.386361,0.230988,0.0223245
5981,-0.338517,0.229858,0.0226673
5982,-0.290303,0.229861,0.022548
5983,-0.242026,0.229931,0.0226015
5984,-0.193775,0.230145,0.022578
5985,-0.145564,0.230403,0.0225481
5986,-0.0974267,0.230695,0.0225026
5987,-0.0493661,0.231017,0.0224532
5988,-0.00139886,0.231355,0.0223992
5989,0.0464668,0.231664,0.0223381
5990,0.0942738,0.231925,0.0223074
5991,0.142027,0.232121,0.0223442
5992,0.189724,0.232276,0.0224548
5993,0.237335,0.232409,0.0226939
5994,0.284841,0.23254,0.0230262
5995,0.332264,0.232712,0.0234897
5996,0.379779,0.232417,0.0235297
5997,0.428426,0.235073,0.0266646
5998,0.475,0.226382,0.0207016
5999,-0.475,0.268424,0.0308589
6000,-0.475,0.275325,0.0640612
6001,-0.412073,0.272651,0.0486533
6002,-0.361157,0.272302,0.0474934
6003,-0.312971,0.272391,0.0473249
6004,-0.265097,0.272468,0.0472185
6005,-0.217159,0.272764,0.0471553
6006,-0.169108,0.273106,0.0470794
6007,-0.121014,0.273514,0.0470423
6008,-0.0729519,0.273991,0.0469758
6009,-0.0249871,0.274535,0.0468934
6010,0.0228574,0.275084,0.0467433
6011,0.0705651,0.275427,0.0465459
6012,0.118282,0.2757,0.0464382
6013,0.166018,0.275938,0.0464515
6014,0.213672,0.276204,0.0466505
6015,0.260999,0.276689,0.0469451
6016,0.307665,0.277305,0.0472922
6017,0.353457,0.277789,0.0475813
6018,0.39768,0.277121,0.0474095
6019,0.44219,0.284063,0.051006
6020,0.475,0.264391,0.0427722
6021,-0.475,0.31168,0.0225544
6022,-0.438329,0.319271,0.0261393
6023,-0.387632,0.313639,0.024629
6024,-0.339233,0.314345,0.0229597
6025,-0.29041,0.31441,0.0231234
6026,-0.241805,0.314754,0.0230916
6027,-0.193197,0.315133,0.0232674
6028,-0.144714,0.315758,0.0234437
6029,-0.0964114,0.316271,0.0235618
6030,-0.0482727,0.317056,0.0235949
6031,-0.000360407,0.317847,0.0234855
6032,0.047392,0.318866,0.0232786
6033,0.0948448,0.319423,0.0228729
6034,0.142401,0.31973,0.0225661
6035,0.190244,0.319924,0.022571
6036,0.238269,0.320601,0.0228073
6037,0.286189,0.321722,0.0231577
6038,0.333179,0.323573,0.0235631
6039,0.380016,0.324072,0.0232676
6040,0.427016,0.329391,0.0246913
6041,0.475,0.310546,0.0234379
6042,-0.475,0.352106,0.0469687
6043,-0.413721,0.359536,0.0494364
6044,-0.363934,0.356845,0.0477174
6045,-0.314872,0.356945,0.0479303
6046,-0.266178,0.357319,0.0476693
6047,-0.217272,0.357463,0.047882
6048,-0.168299,0.358164,0.0483629
6049,-0.119349,0.359047,0.0489603
6050,-0.0710819,0.360556,0.04912
6051,-0.0235572,0.362077,0.0485113
6052,0.0236504,0.363272,0.0476368
6053,0.0710224,0.364137,0.0471432
6054,0.118546,0.364009,0.0467271
6055,0.166187,0.363919,0.0463062
6056,0.214893,0.363595,0.0457727
6057,0.264182,0.364946,0.0467025
6058,0.309616,0.369881,0.048445
6059,0.355573,0.370326,0.04766
6060,0.399645,0.372759,0.047565
6061,0.447779,0.376733,0.0480732
6062,0.475,0.347939,0.0461971
6063,-0.475,0.387839,0.0230854
6064,-0.438422,0.396563,0.0243514
6065,-0.387344,0.39757,0.0225803
6066,-0.338361,0.398187,0.0242586
6067,-0.290279,0.398912,0.0234155
6068,-0.241502,0.398797,0.0235488
6069,-0.192891,0.399096,0.0236768
6070,-0.144043,0.399061,0.0241673
6071,-0.0939466,0.399528,0.0261272
6072,-0.0443678,0.405988,0.027888
6073,-0.000189129,0.407708,0.0241572
6074,0.045708,0.408639,0.0217198
6075,0.094424,0.406602,0.023093
6076,0.142718,0.406549,0.0223011
6077,0.192714,0.40721,0.0215647
6078,0.241556,0.410263,0.0235685
6079,0.288522,0.414412,0.0260847
6080,0.336383,0.415921,0.0249732
6081,0.381892,0.421444,0.0236891
6082,0.428049,0.426663,0.0231172
6083,0.475,0.40106,0.0237418
6084,-0.475,0.433387,0.0624093
6085,-0.418408,0.441031,0.046328
6086,-0.36609,0.442182,0.0478396
6087,-0.315839,0.445002,0.0476363
6088,-0.266045,0.443929,0.0480544
6089,-0.216579,0.443916,0.0487306
6090,-0.166878,0.442308,0.0499284
6091,-0.115825,0.43799,0.0528385
6092,-0.0638519,0.455694,0.0560049
6093,-0.0244676,0.488125,0.0465326
6094,0.0155295,0.45099,0.0406643
6095,0.0663366,0.448789,0.0413704
6096,0.113412,0.450616,0.0474368
6097,0.170304,0.457425,0.0463594
6098,0.222872,0.471466,0.04628
6099,0.268443,0.495862,0.0512286
6100,0.309654,0.466584,0.0498064
6101,0.357928,0.469385,0.0479853
6102,0.404093,0.472009,0.0473908
6103,0.459083,0.472722,0.0458112
6104,0.475,0.437945,0.047619
6105,-0.46806,0.469669,0.0251884
6106,-0.431911,0.475,0.0213817
6107,-0.386459,0.475,0.0255238
6108,-0.33911,0.475,0.0226494
6109,-0.289481,0.475,0.0230874
6110,-0.241178,0.475,0.0233558
6111,-0.192321,0.475,0.0234991
6112,-0.144488,0.475,0.0234335
6113,-0.0986477,0.475,0.0210373
6114,-0.0554816,0.475,0.0160758
6115,0.00788872,0.492282,0.0300792
6116,0.0533122,0.490262,0.0317544
6117,0.0981337,0.492736,0.026261
6118,0.142345,0.483537,0.0202391
6119,0.190444,0.492838,0.0220931
6120,0.239317,0.496288,0.0180673
6121,0.303451,0.503783,0.00631284
6122,0.333734,0.526699,0.0221261
6123,0.381062,0.521641,0.0242166
6124,0.429867,0.526147,0.0217539
6125,0.476375,0.508863,0.023187
6126,0.301389,0.560768,0.0421706
6127,0.350184,0.565817,0.0461533
6128,0.399256,0.564808,0.04666
6129,0.456972,0.559673,0.0466083
6130,0.492576,0.540796,0.046906
6131,-0.499383,-0.503242,0.101593
6132,-0.45799,-0.530559,0.0969624
6133,-0.407061,-0.529376,0.099655
6134,-0.362818,-0.526114,0.105028
6135,-0.335677,-0.463724,0.11006
6136,-0.281478,-0.461084,0.0929883
6137,-0.240045,-0.472299,0.108735
6138,-0.173311,-0.466345,0.103071
6139,-0.118916,-0.483104,0.0924149
6140,-0.0720976,-0.492502,0.0939726
6141,-0.0279669,-0.489485,0.0979479
6142,0.014068,-0.493848,0.103398
6143,0.0575781,-0.493346,0.107105
6144,0.130164,-0.475,0.0889128
6145,0.172791,-0.475,0.0929919
6146,0.217686,-0.475,0.0966447
6147,0.267753,-0.475,0.0972452
6148,0.31961,-0.475,0.0968651
6149,0.374228,-0.475,0.0966705
6150,0.425615,-0.475,0.096175
6151,0.479235,-0.475,0.0959445
6152,0.520891,-0.481404,0.0938771
6153,-0.459379,-0.45444,0.0676185
6154,-0.476872,-0.492717,0.072907
6155,-0.397531,-0.483753,0.0829363
6156,-0.345694,-0.480495,0.0745793
6157,-0.30029,-0.450972,0.0764223
6158,-0.246821,-0.478008,0.073369
6159,-0.200508,-0.484545,0.0821543
6160,-0.15168,-0.453839,0.0759865
6161,-0.0992607,-0.447752,0.0705922
6162,-0.0493453,-0.447725,0.0673902
6163,0.00465083,-0.450263,0.0634991
6164,0.0491767,-0.48791,0.0688523
6165,0.0876341,-0.469522,0.0792642
6166,0.138239,-0.437839,0.0779016
6167,0.19151,-0.441644,0.0747109
6168,0.242989,-0.446206,0.0737006
6169,0.294969,-0.446255,0.0732571
6170,0.348063,-0.448078,0.0730455
6171,0.402623,-0.443497,0.0729018
6172,0.457588,-0.444277,0.0720676
6173,0.51838,-0.436396,0.0715962
6174,0.558483,-0.454073,0.0697064
6175,-0.438258,-0.422997,0.0930813
6176,-0.483064,-0.410557,0.0880542
6177,-0.402054,-0.433556,0.103158
6178,-0.363131,-0.42243,0.100744
6179,-0.319313,-0.407284,0.104354
6180,-0.272644,-0.408875,0.0944752
6181,-0.220234,-0.404833,0.0920378
6182,-0.171457,-0.407561,0.0957394
6183,-0.124326,-0.416772,0.101184
6184,-0.0774334,-0.409955,0.0964406
6185,-0.0264695,-0.408307,0.0953755
6186,0.0233898,-0.410235,0.0942633
6187,0.0714007,-0.411866,0.0958112
6188,0.114415,-0.409772,0.101408
6189,0.16601,-0.40137,0.09987
6190,0.219054,-0.401142,0.0976358
6191,0.270426,-0.401946,0.0972127
6192,0.322776,-0.402533,0.0973214
6193,0.376389,-0.401908,0.0979011
6194,0.434572,-0.399179,0.0969554
6195,0.488318,-0.397763,0.0963612
6196,0.555908,-0.40268,0.0939189
6197,-0.482675,-0.364512,0.0762742
6198,-0.431556,-0.361538,0.0741862
6199,-0.389844,-0.377759,0.0769852
6200,-0.343702,-0.371262,0.0748734
6201,-0.29625,-0.366415,0.0749714
6202,-0.24524,-0.364489,0.0724839
6203,-0.194758,-0.365084,0.0706984
6204,-0.147222,-0.367606,0.0717592
6205,-0.100001,-0.367577,0.0724867
6206,-0.0511753,-0.366605,0.071833
6207,-0.00294887,-0.365928,0.0721215
6208,0.0452309,-0.364894,0.0731259
6209,0.0931237,-0.363668,0.0740325
6210,0.142554,-0.362268,0.0740464
6211,0.193103,-0.361734,0.0733995
6212,0.244206,-0.361589,0.0729918
6213,0.29591,-0.362387,0.0729924
6214,0.348848,-0.36332,0.0733605
6215,0.404607,-0.364565,0.0749413
6216,0.466902,-0.356951,0.0735768
6217,0.524966,-0.363765,0.0728716
6218,0.567867,-0.354332,0.066669
6219,-0.491011,-0.32486,0.110818
6220,-0.487976,-0.324942,0.0755536
6221,-0.416831,-0.327559,0.100657
6222,-0.367645,-0.329693,0.098882
6223,-0.31907,-0.326849,0.0996386
6224,-0.270381,-0.324397,0.0977729
6225,-0.22053,-0.323455,0.0966956
6226,-0.171658,-0.32313,0.0959956
6227,-0.123417,-0.323808,0.0957885
6228,-0.0751303,-0.323511,0.0956868
6229,-0.0269055,-0.323098,0.0959328
6230,0.0214768,-0.322448,0.0963224
6231,0.0700563,-0.321628,0.0966181
6232,0.119005,-0.321039,0.0969133
6233,0.168458,-0.320732,0.097018
6234,0.218503,-0.320845,0.0970763
6235,0.269466,-0.321126,0.0971239
6236,0.321542,-0.322243,0.0972423
6237,0.375862,-0.323815,0.0978744
6238,0.433582,-0.322639,0.0986187
6239,0.509448,-0.31896,0.0974104
6240,0.559052,-0.311475,0.0898117
6241,-0.489408,-0.281208,0.0681753
6242,-0.43683,-0.286638,0.0763059
6243,-0.388216,-0.283587,0.0726767
6244,-0.341109,-0.283153,0.0732302
6245,-0.293079,-0.281842,0.0728394
6246,-0.244529,-0.281292,0.0724031
6247,-0.195943,-0.280781,0.0718379
6248,-0.147371,-0.280583,0.0715478
6249,-0.099142,-0.280404,0.0715355
6250,-0.0508639,-0.279928,0.0715556
6251,-0.00249146,-0.279499,0.0717097
6252,0.0460571,-0.279002,0.0718183
6253,0.0948367,-0.278689,0.0719605
6254,0.143895,-0.278632,0.0720595
6255,0.193337,-0.278887,0.0721721
6256,0.243401,-0.279617,0.0723487
6257,0.294616,-0.281086,0.0726758
6258,0.347722,-0.284042,0.0730673
6259,0.403786,-0.288015,0.0751307
6260,0.472426,-0.293204,0.078835
6261,0.522646,-0.284492,0.0608629
6262,0.556165,-0.267161,0.0740058
6263,-0.481499,-0.23938,0.082541
6264,-0.454054,-0.242641,0.0916136
6265,-0.407386,-0.239953,0.0982125
6266,-0.361587,-0.240231,0.0967494
6267,-0.314963,-0.239555,0.0971793
6268,-0.26755,-0.23899,0.0969121
6269,-0.219663,-0.238492,0.0964698
6270,-0.17141,-0.238078,0.0959498
6271,-0.123041,-0.237685,0.095613
6272,-0.0747157,-0.237373,0.0954936
6273,-0.026341,-0.237076,0.0954461
6274,0.0221082,-0.236828,0.0954571
