".\VolumeSampling.exe -i .\model1.obj -o model1.vtk --viscosity 0.05 -r 0.03 -s "0.74 0.74 0.74""
"id","Points:0","Points:1","Points:2"
3255,-0.435248,-0.034132,-0.241116
3256,-0.455121,-0.0393112,-0.217915
3257,-0.387376,-0.0223457,-0.225892
3258,-0.340388,-0.0252221,-0.221803
3259,-0.291994,-0.0248785,-0.219897
3260,-0.243528,-0.0247474,-0.218773
3261,-0.19498,-0.0245275,-0.218343
3262,-0.146477,-0.0243668,-0.218458
3263,-0.0981452,-0.0241826,-0.218739
3264,-0.0499015,-0.02408,-0.219462
3265,-0.00187936,-0.0241862,-0.220029
3266,0.0462205,-0.0242126,-0.219585
3267,0.0943591,-0.0242924,-0.219629
3268,0.142398,-0.0245089,-0.220433
3269,0.190425,-0.0250549,-0.219963
3270,0.238473,-0.0258114,-0.220483
3271,0.286032,-0.0264375,-0.222976
3272,0.332931,-0.0268527,-0.224268
3273,0.379813,-0.0266574,-0.224012
3274,0.427858,-0.0305376,-0.22504
3275,0.475,-0.0194734,-0.221689
3276,-0.491028,0.0320793,-0.19513
3277,-0.456502,0.00479487,-0.20672
3278,-0.412547,0.0220823,-0.200174
3279,-0.367544,0.0176382,-0.198538
3280,-0.318521,0.0179167,-0.196361
3281,-0.269101,0.0180347,-0.195276
3282,-0.219865,0.0181991,-0.194787
3283,-0.170956,0.0183073,-0.194719
3284,-0.122379,0.0183916,-0.194914
3285,-0.0740454,0.0183777,-0.195328
3286,-0.0259233,0.0182985,-0.195664
3287,0.0220352,0.0181524,-0.195443
3288,0.0701558,0.0181357,-0.195519
3289,0.118067,0.017997,-0.19587
3290,0.165878,0.0176566,-0.195877
3291,0.213707,0.0172734,-0.195769
3292,0.261233,0.0166366,-0.196584
3293,0.307981,0.0160555,-0.198029
3294,0.353713,0.0157561,-0.198865
3295,0.397923,0.0158315,-0.198093
3296,0.441704,0.0107236,-0.199603
3297,0.475,0.0243631,-0.194106
3298,-0.48788,0.0553003,-0.229596
3299,-0.442305,0.0654326,-0.226925
3300,-0.392498,0.0598935,-0.224384
3301,-0.34281,0.0603638,-0.220987
3302,-0.293351,0.0605729,-0.219609
3303,-0.244166,0.0608789,-0.219204
3304,-0.195264,0.0609749,-0.219027
3305,-0.146578,0.0609681,-0.219306
3306,-0.0981369,0.0609122,-0.219705
3307,-0.04993,0.0608013,-0.21996
3308,-0.00194536,0.0607099,-0.220327
3309,0.0461069,0.0605994,-0.219195
3310,0.094149,0.060549,-0.220605
3311,0.141906,0.0603826,-0.220312
3312,0.189776,0.0600724,-0.220211
3313,0.237675,0.0596133,-0.220827
3314,0.28539,0.0589272,-0.221556
3315,0.332679,0.0584131,-0.224028
3316,0.379858,0.0583385,-0.224241
3317,0.42851,0.0569785,-0.225976
3318,0.475,0.0606575,-0.220439
3319,-0.491725,0.0933209,-0.210465
3320,-0.457057,0.103575,-0.189896
3321,-0.411297,0.10395,-0.20202
3322,-0.365112,0.10297,-0.197061
3323,-0.316789,0.103046,-0.196383
3324,-0.268146,0.103104,-0.195823
3325,-0.21941,0.103152,-0.19567
3326,-0.170757,0.103147,-0.195391
3327,-0.122277,0.103099,-0.195445
3328,-0.0740153,0.103071,-0.195681
3329,-0.0259546,0.10301,-0.195821
3330,0.021999,0.10304,-0.195586
3331,0.070043,0.102994,-0.195583
3332,0.117809,0.102849,-0.196175
3333,0.165518,0.102769,-0.195879
3334,0.21317,0.102492,-0.19606
3335,0.260588,0.102109,-0.19624
3336,0.307513,0.101693,-0.197148
3337,0.353346,0.101374,-0.198794
3338,0.397445,0.101209,-0.198023
3339,0.440695,0.101751,-0.202192
3340,0.475,0.10102,-0.192048
3341,-0.495925,0.131958,-0.229136
3342,-0.444864,0.148204,-0.222534
3343,-0.393563,0.145364,-0.223287
3344,-0.34312,0.145332,-0.220797
3345,-0.293398,0.145349,-0.220807
3346,-0.244181,0.145387,-0.220362
3347,-0.195268,0.145442,-0.220111
3348,-0.146574,0.145468,-0.219963
3349,-0.0981386,0.145435,-0.22013
3350,-0.0499678,0.14539,-0.220406
3351,-0.00195966,0.145432,-0.220166
3352,0.0460643,0.14546,-0.220068
3353,0.094015,0.145371,-0.22034
3354,0.141724,0.145249,-0.220481
3355,0.189491,0.145245,-0.220474
3356,0.237175,0.145051,-0.22044
3357,0.284913,0.144667,-0.220885
3358,0.332508,0.144306,-0.22266
3359,0.379957,0.144019,-0.223505
3360,0.428576,0.146329,-0.225804
3361,0.475,0.140484,-0.219364
3362,-0.48875,0.16507,-0.203654
3363,-0.475,0.202717,-0.195497
3364,-0.421127,0.185968,-0.198587
3365,-0.369281,0.185972,-0.197604
3366,-0.318489,0.186655,-0.196723
3367,-0.268746,0.187018,-0.196311
3368,-0.219563,0.187283,-0.196086
3369,-0.170768,0.18745,-0.19586
3370,-0.12223,0.18755,-0.195766
3371,-0.0739479,0.187602,-0.195837
3372,-0.0258777,0.1877,-0.195792
3373,0.0221252,0.187829,-0.19566
3374,0.0700479,0.187908,-0.195698
3375,0.11784,0.187967,-0.195699
3376,0.165521,0.188048,-0.195715
3377,0.21304,0.188105,-0.195926
3378,0.260437,0.188074,-0.195787
3379,0.307445,0.187927,-0.196324
3380,0.35377,0.187876,-0.197483
3381,0.39841,0.187521,-0.197554
3382,0.443432,0.193788,-0.201664
3383,0.475,0.177418,-0.191568
3384,-0.474842,0.237254,-0.220441
3385,-0.434412,0.231018,-0.226953
3386,-0.387744,0.227994,-0.223142
3387,-0.340455,0.228697,-0.221958
3388,-0.292123,0.229036,-0.221144
3389,-0.243502,0.229285,-0.220857
3390,-0.194879,0.229522,-0.220633
3391,-0.146345,0.229695,-0.220397
3392,-0.0979799,0.229809,-0.220358
3393,-0.0498186,0.229921,-0.220308
3394,-0.00176439,0.230078,-0.22017
3395,0.0462339,0.230234,-0.220093
3396,0.0941263,0.230397,-0.220044
3397,0.141934,0.23059,-0.219927
3398,0.189649,0.230763,-0.220218
3399,0.237238,0.230834,-0.219912
3400,0.285017,0.231034,-0.22004
3401,0.332652,0.231238,-0.220538
3402,0.380169,0.231032,-0.221815
3403,0.42788,0.236068,-0.224922
3404,0.475,0.222412,-0.219121
3405,-0.475,0.270935,-0.192835
3406,-0.417229,0.269335,-0.200044
3407,-0.366108,0.270239,-0.198175
3408,-0.316629,0.270973,-0.197063
3409,-0.267587,0.271232,-0.196589
3410,-0.218847,0.271514,-0.196245
3411,-0.170274,0.271742,-0.196024
3412,-0.121867,0.271982,-0.195859
3413,-0.0736366,0.272194,-0.195727
3414,-0.0255174,0.272426,-0.195535
3415,0.0225396,0.272711,-0.195336
3416,0.0704898,0.27304,-0.195183
3417,0.11835,0.273426,-0.195054
3418,0.166081,0.273852,-0.195043
3419,0.213614,0.274368,-0.19508
3420,0.261006,0.27484,-0.194496
3421,0.308145,0.275447,-0.195248
3422,0.354638,0.275933,-0.195688
3423,0.399592,0.276887,-0.196373
3424,0.447394,0.283569,-0.199557
3425,0.475,0.25876,-0.191951
3426,-0.475,0.309291,-0.21406
3427,-0.436752,0.308399,-0.227348
3428,-0.388598,0.311211,-0.224496
3429,-0.340807,0.312255,-0.222368
3430,-0.291957,0.31279,-0.221761
3431,-0.243189,0.313339,-0.221027
3432,-0.194468,0.313636,-0.220688
3433,-0.145956,0.313971,-0.220493
3434,-0.0976542,0.314278,-0.220388
3435,-0.0495222,0.314483,-0.220155
3436,-0.00137968,0.314655,-0.219792
3437,0.0467985,0.315022,-0.219423
3438,0.0949082,0.315611,-0.219093
3439,0.142857,0.316139,-0.219013
3440,0.190645,0.316881,-0.218872
3441,0.238341,0.317733,-0.218676
3442,0.286281,0.318928,-0.217269
3443,0.33385,0.320022,-0.219665
3444,0.3809,0.32096,-0.219174
3445,0.427727,0.32667,-0.222434
3446,0.475,0.308358,-0.219377
3447,-0.475,0.344795,-0.181154
3448,-0.449456,0.359554,-0.203433
3449,-0.403097,0.354762,-0.201056
3450,-0.358482,0.35553,-0.197351
3451,-0.311916,0.355355,-0.197265
3452,-0.265039,0.355853,-0.196397
3453,-0.2173,0.355966,-0.195982
3454,-0.169298,0.356313,-0.195776
3455,-0.121227,0.356619,-0.195709
3456,-0.0731543,0.356876,-0.195568
3457,-0.0250487,0.357067,-0.195106
3458,0.0232006,0.357254,-0.194548
3459,0.071708,0.357931,-0.193855
3460,0.120149,0.358868,-0.193196
3461,0.16796,0.360364,-0.193092
3462,0.215328,0.361939,-0.193394
3463,0.262539,0.363566,-0.193363
3464,0.309894,0.365346,-0.193859
3465,0.356713,0.365988,-0.194013
3466,0.401101,0.370281,-0.193959
3467,0.448862,0.374313,-0.196427
3468,0.475,0.345358,-0.192797
3469,-0.475,0.391735,-0.217538
3470,-0.433777,0.407738,-0.230159
3471,-0.388043,0.398325,-0.223169
3472,-0.338779,0.39721,-0.222695
3473,-0.291048,0.397987,-0.221401
3474,-0.24241,0.397538,-0.220345
3475,-0.193821,0.397846,-0.219896
3476,-0.145447,0.39819,-0.220208
3477,-0.0973396,0.398411,-0.22016
3478,-0.0491649,0.398621,-0.219896
3479,-0.00116018,0.398764,-0.219265
3480,0.0471611,0.398788,-0.218527
3481,0.0957804,0.3989,-0.218299
3482,0.145408,0.399521,-0.216523
3483,0.194864,0.405402,-0.214962
3484,0.239969,0.407742,-0.217589
3485,0.286904,0.410345,-0.218583
3486,0.336662,0.410185,-0.217889
3487,0.385108,0.414046,-0.216168
3488,0.431238,0.425033,-0.218243
3489,0.475,0.397178,-0.218239
3490,-0.475,0.431244,-0.206507
3491,-0.417427,0.439036,-0.200377
3492,-0.366575,0.438108,-0.196756
3493,-0.316664,0.44301,-0.196087
3494,-0.267221,0.442146,-0.195637
3495,-0.21824,0.443368,-0.19505
3496,-0.169474,0.443458,-0.1952
3497,-0.121141,0.443862,-0.195289
3498,-0.0728703,0.443891,-0.194858
3499,-0.0245595,0.44432,-0.194494
3500,0.0240207,0.443818,-0.193261
3501,0.0732614,0.442055,-0.191972
3502,0.12393,0.43815,-0.189354
3503,0.175627,0.454091,-0.185868
3504,0.213868,0.487421,-0.193301
3505,0.25925,0.451442,-0.200541
3506,0.311845,0.451558,-0.194919
3507,0.363794,0.461424,-0.188611
3508,0.415459,0.466384,-0.188889
3509,0.475,0.472095,-0.195392
3510,0.475,0.435049,-0.192419
3511,-0.468379,0.468859,-0.207243
3512,-0.430039,0.475,-0.212551
3513,-0.378675,0.475,-0.216002
3514,-0.336572,0.475,-0.219951
3515,-0.28859,0.475,-0.219184
3516,-0.241437,0.475,-0.218655
3517,-0.193163,0.475,-0.21867
3518,-0.145062,0.475,-0.219274
3519,-0.0969861,0.475,-0.219116
3520,-0.0490663,0.475,-0.218871
3521,-0.000944381,0.475,-0.21859
3522,0.0471864,0.475,-0.217385
3523,0.0946338,0.475,-0.218238
3524,0.140123,0.475,-0.219991
3525,0.183181,0.475,-0.224858
3526,0.245522,0.490196,-0.208876
3527,0.292514,0.480116,-0.20924
3528,0.336205,0.486605,-0.213789
3529,0.391521,0.49955,-0.211337
3530,0.431693,0.516225,-0.223302
3531,0.477848,0.512389,-0.215125
3532,0.391517,0.551366,-0.190313
3533,0.45202,0.558144,-0.198026
3534,0.492139,0.545407,-0.189237
3535,-0.51098,-0.493753,-0.146007
3536,-0.493594,-0.456283,-0.149683
3537,-0.425713,-0.493405,-0.149756
3538,-0.374216,-0.495735,-0.15108
3539,-0.322631,-0.470654,-0.147244
3540,-0.27381,-0.497487,-0.144897
3541,-0.227757,-0.481692,-0.138998
3542,-0.183194,-0.486732,-0.136223
3543,-0.114309,-0.475,-0.15407
3544,-0.0715477,-0.475,-0.149346
3545,-0.0271225,-0.475,-0.146071
3546,0.0209591,-0.475,-0.145832
3547,0.0700605,-0.475,-0.146773
3548,0.119075,-0.475,-0.147185
3549,0.168022,-0.475,-0.147386
3550,0.217238,-0.475,-0.147349
3551,0.266968,-0.475,-0.14716
3552,0.317227,-0.475,-0.146686
3553,0.367081,-0.475,-0.144461
3554,0.431852,-0.475,-0.144307
3555,0.481578,-0.475089,-0.143627
3556,0.52423,-0.481418,-0.142642
3557,-0.531283,-0.448096,-0.169496
3558,-0.452319,-0.454536,-0.173389
3559,-0.401525,-0.452103,-0.171819
3560,-0.351173,-0.455392,-0.177058
3561,-0.296475,-0.452343,-0.17559
3562,-0.244201,-0.451352,-0.179163
3563,-0.193595,-0.488435,-0.174415
3564,-0.157175,-0.462833,-0.161617
3565,-0.105959,-0.437864,-0.166287
3566,-0.0538405,-0.442018,-0.169781
3567,-0.00382176,-0.445868,-0.170806
3568,0.0455979,-0.445946,-0.171802
3569,0.0947892,-0.445422,-0.17245
3570,0.143964,-0.445249,-0.172816
3571,0.193318,-0.445269,-0.172967
3572,0.243105,-0.445511,-0.172841
3573,0.293773,-0.446005,-0.172395
3574,0.346656,-0.447104,-0.171565
3575,0.399961,-0.468857,-0.170168
3576,0.458401,-0.440828,-0.170478
3577,0.518246,-0.43902,-0.166942
3578,0.560652,-0.446104,-0.172688
3579,-0.545138,-0.402892,-0.139032
3580,-0.502753,-0.40022,-0.152132
3581,-0.436175,-0.413199,-0.151353
3582,-0.378767,-0.411542,-0.150954
3583,-0.325229,-0.409765,-0.150618
3584,-0.273248,-0.409414,-0.149288
3585,-0.222513,-0.411877,-0.149454
3586,-0.174777,-0.411104,-0.147043
3587,-0.130603,-0.409839,-0.141824
3588,-0.0795493,-0.401225,-0.144013
3589,-0.0278717,-0.400927,-0.146723
3590,0.0213845,-0.401397,-0.147511
3591,0.070306,-0.401266,-0.147813
3592,0.119415,-0.400999,-0.148116
3593,0.168829,-0.400863,-0.148346
3594,0.218627,-0.400977,-0.148445
3595,0.268988,-0.401421,-0.148238
3596,0.320489,-0.402445,-0.147728
3597,0.373822,-0.406525,-0.14715
3598,0.424652,-0.410282,-0.143519
3599,0.499005,-0.395215,-0.142661
3600,0.554455,-0.39994,-0.145058
3601,-0.536168,-0.36131,-0.166805
3602,-0.470789,-0.364291,-0.176113
3603,-0.409399,-0.370921,-0.176766
3604,-0.352987,-0.370588,-0.174557
3605,-0.300331,-0.369191,-0.173602
3606,-0.249969,-0.367956,-0.172048
3607,-0.20069,-0.366323,-0.171028
3608,-0.151985,-0.364566,-0.169876
3609,-0.10258,-0.362674,-0.170118
3610,-0.0526968,-0.361621,-0.171127
3611,-0.00315022,-0.360943,-0.172037
3612,0.0459804,-0.360739,-0.172619
3613,0.0950327,-0.36054,-0.173078
3614,0.144216,-0.360487,-0.173361
3615,0.193661,-0.360573,-0.173531
3616,0.243527,-0.360949,-0.173482
3617,0.294173,-0.361932,-0.173058
3618,0.346195,-0.364003,-0.172061
3619,0.399939,-0.368499,-0.170593
3620,0.457407,-0.382712,-0.168184
3621,0.529451,-0.360947,-0.157775
3622,-0.515599,-0.33301,-0.174686
3623,-0.500774,-0.32487,-0.149438
3624,-0.435098,-0.334413,-0.155955
3625,-0.375645,-0.330587,-0.153032
3626,-0.324481,-0.327869,-0.149892
3627,-0.273728,-0.325923,-0.148484
3628,-0.22392,-0.32445,-0.147328
3629,-0.174637,-0.322913,-0.146776
3630,-0.125581,-0.321726,-0.146465
3631,-0.0765616,-0.320766,-0.146556
3632,-0.0275848,-0.320166,-0.14684
3633,0.0214662,-0.319488,-0.147318
3634,0.0704407,-0.319111,-0.147816
3635,0.119484,-0.31901,-0.148098
3636,0.1687,-0.319083,-0.148349
3637,0.218144,-0.319406,-0.148517
3638,0.26798,-0.320211,-0.148447
3639,0.318308,-0.321794,-0.14801
3640,0.369066,-0.324411,-0.147226
3641,0.418911,-0.331073,-0.143832
3642,0.479169,-0.34603,-0.140586
3643,0.462754,-0.308911,-0.141185
3644,-0.449646,-0.284896,-0.186068
3645,-0.499245,-0.277227,-0.183007
3646,-0.398849,-0.292459,-0.178675
3647,-0.347557,-0.285677,-0.175304
3648,-0.297357,-0.28428,-0.173549
3649,-0.247567,-0.282282,-0.172342
3650,-0.198227,-0.280897,-0.17172
3651,-0.149097,-0.279863,-0.171399
3652,-0.100124,-0.279103,-0.171484
3653,-0.0513089,-0.278564,-0.171587
3654,-0.00250379,-0.278163,-0.17155
3655,0.0462919,-0.277816,-0.172448
3656,0.0950351,-0.277733,-0.17258
3657,0.144017,-0.2778,-0.172844
3658,0.193077,-0.277945,-0.17321
3659,0.242296,-0.278407,-0.1734
3660,0.291697,-0.279301,-0.173328
3661,0.341366,-0.280836,-0.172787
3662,0.390901,-0.283254,-0.171257
3663,0.441235,-0.288537,-0.17103
3664,0.479153,-0.270499,-0.167081
3665,-0.442503,-0.235891,-0.160367
3666,-0.48662,-0.244004,-0.14965
3667,-0.39778,-0.249208,-0.160266
3668,-0.355356,-0.239512,-0.150715
3669,-0.311519,-0.24041,-0.150129
3670,-0.266059,-0.239318,-0.148154
3671,-0.219228,-0.23849,-0.147591
3672,-0.17153,-0.237694,-0.147132
3673,-0.123323,-0.237052,-0.146942
3674,-0.0749483,-0.236535,-0.146992
3675,-0.0264658,-0.236127,-0.146923
3676,0.022098,-0.235899,-0.147166
3677,0.0706265,-0.235821,-0.14764
3678,0.119288,-0.235855,-0.147467
3679,0.168101,-0.236058,-0.147958
3680,0.216935,-0.236329,-0.148257
3681,0.265675,-0.236838,-0.148525
3682,0.314213,-0.237645,-0.148373
3683,0.362275,-0.238747,-0.148118
3684,0.408109,-0.238038,-0.146322
3685,0.453394,-0.244993,-0.148793
3686,0.496241,-0.232017,-0.139654
3687,-0.497221,-0.196762,-0.172861
3688,-0.456358,-0.207331,-0.199911
3689,-0.393906,-0.203935,-0.174211
3690,-0.343283,-0.196802,-0.175922
3691,-0.29372,-0.196713,-0.173196
3692,-0.244702,-0.196094,-0.172132
3693,-0.196056,-0.195501,-0.171716
3694,-0.147457,-0.194905,-0.171254
3695,-0.0989394,-0.194426,-0.171256
3696,-0.0504806,-0.194071,-0.171156
3697,-0.00197235,-0.193858,-0.17133
3698,0.046479,-0.193869,-0.171573
3699,0.0948973,-0.193996,-0.171767
3700,0.14359,-0.194197,-0.171664
3701,0.192325,-0.194546,-0.172122
3702,0.241085,-0.194899,-0.173174
3703,0.289879,-0.195475,-0.173348
3704,0.338942,-0.196148,-0.173366
3705,0.388673,-0.19759,-0.172628
3706,0.441826,-0.195476,-0.171665
3707,0.491247,-0.200462,-0.166591
3708,-0.450044,-0.172042,-0.1659
3709,-0.472062,-0.154443,-0.15419
3710,-0.405392,-0.15213,-0.150599
3711,-0.359977,-0.154429,-0.150832
3712,-0.313734,-0.153641,-0.148529
3713,-0.266695,-0.15318,-0.147513
3714,-0.219005,-0.152775,-0.147013
3715,-0.170918,-0.152366,-0.146725
3716,-0.122652,-0.151975,-0.146796
3717,-0.0743745,-0.151665,-0.146774
3718,-0.0260439,-0.151481,-0.146786
3719,0.0222666,-0.151417,-0.146977
3720,0.0705792,-0.151496,-0.147004
3721,0.118999,-0.151705,-0.146971
3722,0.167589,-0.152007,-0.147159
3723,0.216237,-0.152576,-0.147678
3724,0.264979,-0.153267,-0.148277
3725,0.313964,-0.154209,-0.148431
3726,0.363751,-0.15581,-0.148172
3727,0.41483,-0.159086,-0.146795
3728,0.474744,-0.135128,-0.155024
3729,0.489233,-0.174385,-0.135732
3730,-0.474198,-0.118955,-0.186426
3731,-0.43093,-0.116608,-0.176593
3732,-0.386534,-0.110104,-0.176623
3733,-0.339267,-0.111133,-0.173185
3734,-0.291306,-0.110517,-0.171931
3735,-0.243207,-0.110268,-0.171093
3736,-0.194957,-0.109965,-0.170672
3737,-0.146622,-0.109677,-0.170731
3738,-0.0983552,-0.109404,-0.170985
3739,-0.0500754,-0.109163,-0.170911
3740,-0.00184244,-0.109061,-0.171091
3741,0.0463351,-0.109133,-0.171242
3742,0.0945741,-0.10927,-0.171093
3743,0.142904,-0.109571,-0.171123
3744,0.19126,-0.110139,-0.171655
3745,0.239573,-0.11089,-0.171992
3746,0.28772,-0.111743,-0.173183
3747,0.33587,-0.112945,-0.17307
3748,0.384151,-0.114387,-0.172642
3749,0.432236,-0.121434,-0.171071
3750,0.475,-0.098821,-0.174858
3751,-0.480572,-0.0573468,-0.147876
3752,-0.491731,-0.0873225,-0.157177
3753,-0.414076,-0.0668451,-0.15134
3754,-0.365536,-0.0672634,-0.149091
3755,-0.316848,-0.0673161,-0.147769
3756,-0.268164,-0.0672202,-0.146938
3757,-0.219441,-0.0671241,-0.146498
3758,-0.170838,-0.0669979,-0.146367
3759,-0.122413,-0.0668738,-0.146525
3760,-0.0741337,-0.0667277,-0.14661
3761,-0.0259446,-0.0666253,-0.146859
3762,0.022168,-0.0666632,-0.146909
3763,0.0702823,-0.0667859,-0.14684
3764,0.118425,-0.0669535,-0.146882
3765,0.166509,-0.0673553,-0.146995
3766,0.214499,-0.0679648,-0.14709
3767,0.262257,-0.0686434,-0.147643
3768,0.309397,-0.0694491,-0.148172
3769,0.356163,-0.0701631,-0.147651
3770,0.402089,-0.0718284,-0.147166
3771,0.450304,-0.0763985,-0.134761
3772,0.475,-0.0553772,-0.154163
3773,-0.484925,-0.0344918,-0.183619
3774,-0.430408,-0.0233135,-0.171229
3775,-0.38726,-0.0252397,-0.175142
3776,-0.340656,-0.0242759,-0.172533
3777,-0.292438,-0.0245003,-0.171409
3778,-0.243808,-0.0245012,-0.170712
3779,-0.195121,-0.0244249,-0.170416
3780,-0.146564,-0.024343,-0.170463
3781,-0.098202,-0.0242399,-0.170644
3782,-0.0499808,-0.0241722,-0.171015
3783,-0.00192496,-0.0242333,-0.171279
3784,0.0461402,-0.0242944,-0.171093
3785,0.0942136,-0.0244067,-0.171103
3786,0.1422,-0.0246494,-0.171491
3787,0.190135,-0.0251091,-0.171287
3788,0.238027,-0.0257302,-0.171551
3789,0.285576,-0.0263587,-0.172719
3790,0.332723,-0.0269687,-0.173189
3791,0.379913,-0.0273426,-0.172534
3792,0.427863,-0.0311953,-0.171322
3793,0.475,-0.0185708,-0.173954
3794,-0.460844,-0.000927995,-0.161482
3795,-0.463281,0.0282005,-0.152766
3796,-0.40961,0.0199772,-0.147038
3797,-0.363543,0.0178564,-0.148816
3798,-0.315573,0.0177378,-0.14746
3799,-0.26732,0.0178526,-0.146933
3800,-0.218935,0.0179901,-0.146601
3801,-0.170538,0.018095,-0.146521
3802,-0.12222,0.0181746,-0.146602
3803,-0.0740175,0.0181999,-0.146843
3804,-0.0259448,0.0181751,-0.147033
3805,0.0220331,0.0180919,-0.146913
3806,0.0700703,0.0180346,-0.146932
3807,0.117978,0.0178808,-0.147106
3808,0.165788,0.0175786,-0.147073
3809,0.213535,0.0171864,-0.146984
3810,0.260998,0.0166089,-0.147306
3811,0.307802,0.0160094,-0.147837
3812,0.3537,0.01546,-0.147821
3813,0.397989,0.0154654,-0.147241
3814,0.441945,0.0108053,-0.143839
3815,0.475,0.0266967,-0.149703
3816,-0.497675,0.0631798,-0.171937
3817,-0.438803,0.0632116,-0.173991
3818,-0.389382,0.0602766,-0.17425
3819,-0.340972,0.0600084,-0.172502
3820,-0.292374,0.060193,-0.171572
3821,-0.243631,0.0604542,-0.171123
3822,-0.194973,0.0605934,-0.170887
3823,-0.146452,0.060646,-0.170919
3824,-0.0981139,0.0606539,-0.17114
3825,-0.0499653,0.0606164,-0.17131
3826,-0.00198265,0.0605785,-0.171474
3827,0.0460202,0.0605219,-0.170935
3828,0.0939786,0.060448,-0.171595
3829,0.141746,0.060284,-0.171475
3830,0.189531,0.0600179,-0.17141
3831,0.237268,0.0596189,-0.171675
3832,0.284844,0.0590778,-0.172066
3833,0.332148,0.058577,-0.173203
3834,0.379461,0.0583632,-0.1731
3835,0.428142,0.0564011,-0.173335
3836,0.475,0.0625282,-0.172382
3837,-0.493749,0.0993638,-0.157947
3838,-0.477761,0.111607,-0.12843
3839,-0.416259,0.101522,-0.151005
3840,-0.365921,0.101558,-0.148901
3841,-0.316445,0.102256,-0.14795
3842,-0.267591,0.102549,-0.147393
3843,-0.218974,0.102743,-0.147153
3844,-0.170498,0.102844,-0.146931
3845,-0.122154,0.102888,-0.146936
3846,-0.0739732,0.102917,-0.147065
3847,-0.0259432,0.102922,-0.147141
3848,0.0220009,0.102959,-0.147006
3849,0.0699554,0.102942,-0.147006
3850,0.117728,0.102851,-0.147249
3851,0.165414,0.102755,-0.147088
3852,0.21299,0.102537,-0.147133
3853,0.260309,0.102226,-0.147178
3854,0.307113,0.10188,-0.147581
3855,0.352926,0.101558,-0.1482
3856,0.397042,0.101386,-0.147704
3857,0.439789,0.1006,-0.148069
3858,0.475,0.102401,-0.146071
3859,-0.490262,0.136952,-0.174036
3860,-0.445719,0.146097,-0.173399
3861,-0.393001,0.145189,-0.174076
3862,-0.342813,0.14509,-0.172284
3863,-0.293085,0.145063,-0.172063
3864,-0.243855,0.145122,-0.171711
3865,-0.195005,0.145189,-0.171482
3866,-0.146415,0.145251,-0.171336
3867,-0.0980613,0.14528,-0.171395
3868,-0.0499291,0.145303,-0.171529
3869,-0.0019395,0.145374,-0.171394
3870,0.0460204,0.145432,-0.171331
3871,0.0938942,0.145424,-0.171453
3872,0.141606,0.14539,-0.171503
3873,0.189293,0.145374,-0.171475
3874,0.236896,0.145246,-0.171481
3875,0.284491,0.145018,-0.171681
3876,0.331997,0.144845,-0.172623
3877,0.379602,0.144647,-0.173024
3878,0.428507,0.146547,-0.173647
3879,0.475,0.140819,-0.170983
3880,-0.475,0.203447,-0.138421
3881,-0.474994,0.17563,-0.160012
3882,-0.416826,0.187153,-0.15158
3883,-0.36586,0.186741,-0.149345
3884,-0.316374,0.186918,-0.148219
3885,-0.267442,0.187102,-0.147731
3886,-0.218762,0.18725,-0.147433
3887,-0.17029,0.187393,-0.147209
3888,-0.121965,0.187517,-0.147101
3889,-0.0738,0.187625,-0.147108
3890,-0.0257785,0.187762,-0.147062
3891,0.0221727,0.187918,-0.146971
3892,0.0700446,0.188049,-0.146967
3893,0.117803,0.188168,-0.146942
3894,0.165446,0.188294,-0.146934
3895,0.212925,0.188386,-0.146971
3896,0.26023,0.18842,-0.146893
3897,0.307138,0.188392,-0.147164
3898,0.353408,0.188456,-0.147767
3899,0.398148,0.187863,-0.147705
3900,0.44292,0.194514,-0.149725
3901,0.475,0.177803,-0.144954
3902,-0.475,0.238277,-0.166192
3903,-0.437797,0.228686,-0.176037
3904,-0.38922,0.2285,-0.173534
3905,-0.341055,0.228514,-0.173002
3906,-0.292168,0.228975,-0.172304
3907,-0.24331,0.229233,-0.171982
3908,-0.194639,0.229479,-0.171738
3909,-0.146141,0.229676,-0.171534
3910,-0.0978225,0.229851,-0.17145
3911,-0.0496829,0.230034,-0.171374
3912,-0.00165939,0.230243,-0.171257
3913,0.0462881,0.230463,-0.171176
3914,0.0941389,0.23069,-0.171116
3915,0.141901,0.230957,-0.171032
3916,0.189553,0.231232,-0.171159
3917,0.2371,0.231463,-0.170959
3918,0.284716,0.231723,-0.171057
3919,0.332249,0.232049,-0.171443
3920,0.379779,0.231995,-0.17203
3921,0.427482,0.237265,-0.173596
3922,0.475,0.222512,-0.170449
3923,-0.475,0.271416,-0.142008
3924,-0.416336,0.272257,-0.149929
3925,-0.365167,0.270873,-0.148935
3926,-0.31588,0.271271,-0.148034
3927,-0.267014,0.2714,-0.147636
3928,-0.218421,0.271641,-0.147337
3929,-0.169955,0.271858,-0.14714
3930,-0.121619,0.272115,-0.146981
3931,-0.0734092,0.272396,-0.146833
3932,-0.0253085,0.27272,-0.146658
3933,0.0226922,0.273069,-0.146505
3934,0.0706073,0.273439,-0.146372
3935,0.118423,0.273918,-0.146265
3936,0.166084,0.274474,-0.146258
3937,0.21355,0.275054,-0.146286
3938,0.26086,0.275586,-0.146017
3939,0.307885,0.276173,-0.146359
3940,0.354417,0.276733,-0.146721
3941,0.399535,0.277757,-0.146912
3942,0.447919,0.284391,-0.148831
